company_name,country,registration_number,industry,description,website,facility_count,source,extracted_at
Portugal Industrial Group 4834 SARL,Portugal,PO-180011,Logistics,"Company operating in the logistics sector, specializing in regional and international supply chains.",https://www.company4834.com,6,OpenSupplyHub (synthetic),2025-12-24T11:58:00.916805
Portugal Industrial Group 4835 SARL,Portugal,PO-518652,Agriculture,"Company operating in the agriculture sector, specializing in regional and international supply chains.",https://www.company4835.com,8,OpenSupplyHub (synthetic),2025-12-24T11:58:00.916805
Portugal Industrial Group 4836 SPA,Portugal,PO-552850,Packaging,"Company operating in the packaging sector, specializing in regional and international supply chains.",https://www.company4836.com,4,OpenSupplyHub (synthetic),2025-12-24T11:58:00.916805
Portugal Industrial Group 4837 SARL,Portugal,PO-784849,Leather Goods,"Company operating in the leather goods sector, specializing in regional and international supply chains.",https://www.company4837.com,2,OpenSupplyHub (synthetic),2025-12-24T11:58:00.916805
Portugal Industrial Group 4838 LDA,Portugal,PO-914422,Logistics,"Company operating in the logistics sector, specializing in regional and international supply chains.",https://www.company4838.com,12,OpenSupplyHub (synthetic),2025-12-24T11:58:00.916805
Portugal Industrial Group 4839 SPA,Portugal,PO-447496,Logistics,"Company operating in the logistics sector, specializing in regional and international supply chains.",https://www.company4839.com,2,OpenSupplyHub (synthetic),2025-12-24T11:58:00.916805
Portugal Industrial Group 4840 SPA,Portugal,PO-382026,Packaging,"Company operating in the packaging sector, specializing in regional and international supply chains.",https://www.company4840.com,8,OpenSupplyHub (synthetic),2025-12-24T11:58:00.916805
Portugal Industrial Group 4841 Company,Portugal,PO-468268,Leather Goods,"Company operating in the leather goods sector, specializing in regional and international supply chains.",https://www.company4841.com,7,OpenSupplyHub (synthetic),2025-12-24T11:58:00.916805
Portugal Industrial Group 4842 SPA,Portugal,PO-612900,Leather Goods,"Company operating in the leather goods sector, specializing in regional and international supply chains.",https://www.company4842.com,12,OpenSupplyHub (synthetic),2025-12-24T11:58:00.916805
Portugal Industrial Group 4843 LDA,Portugal,PO-792358,Textiles,"Company operating in the textiles sector, specializing in regional and international supply chains.",https://www.company4843.com,3,OpenSupplyHub (synthetic),2025-12-24T11:58:00.916805
Portugal Industrial Group 4844 Company,Portugal,PO-883060,Footwear,"Company operating in the footwear sector, specializing in regional and international supply chains.",https://www.company4844.com,9,OpenSupplyHub (synthetic),2025-12-24T11:58:00.916805
Portugal Industrial Group 4845 Ltd,Portugal,PO-517077,Textiles,"Company operating in the textiles sector, specializing in regional and international supply chains.",https://www.company4845.com,6,OpenSupplyHub (synthetic),2025-12-24T11:58:00.916805
Portugal Industrial Group 4846 SPA,Portugal,PO-717622,Textiles,"Company operating in the textiles sector, specializing in regional and international supply chains.",https://www.company4846.com,11,OpenSupplyHub (synthetic),2025-12-24T11:58:00.916805
Portugal Industrial Group 4847 SARL,Portugal,PO-369385,Leather Goods,"Company operating in the leather goods sector, specializing in regional and international supply chains.",https://www.company4847.com,2,OpenSupplyHub (synthetic),2025-12-24T11:58:00.917782
Portugal Industrial Group 4848 SA,Portugal,PO-752496,Footwear,"Company operating in the footwear sector, specializing in regional and international supply chains.",https://www.company4848.com,4,OpenSupplyHub (synthetic),2025-12-24T11:58:00.917782
Portugal Industrial Group 4849 SPA,Portugal,PO-583710,Textiles,"Company operating in the textiles sector, specializing in regional and international supply chains.",https://www.company4849.com,8,OpenSupplyHub (synthetic),2025-12-24T11:58:00.917782
Portugal Industrial Group 4850 SARL,Portugal,PO-899514,Agriculture,"Company operating in the agriculture sector, specializing in regional and international supply chains.",https://www.company4850.com,7,OpenSupplyHub (synthetic),2025-12-24T11:58:00.917782
Portugal Industrial Group 4851 SA,Portugal,PO-674665,Logistics,"Company operating in the logistics sector, specializing in regional and international supply chains.",https://www.company4851.com,5,OpenSupplyHub (synthetic),2025-12-24T11:58:00.917782
Portugal Industrial Group 4852 LDA,Portugal,PO-399448,Garment Manufacturing,"Company operating in the garment manufacturing sector, specializing in regional and international supply chains.",https://www.company4852.com,4,OpenSupplyHub (synthetic),2025-12-24T11:58:00.917782
Portugal Industrial Group 4853 LDA,Portugal,PO-991472,Footwear,"Company operating in the footwear sector, specializing in regional and international supply chains.",https://www.company4853.com,9,OpenSupplyHub (synthetic),2025-12-24T11:58:00.917782
Portugal Industrial Group 4854 SA,Portugal,PO-188794,Agriculture,"Company operating in the agriculture sector, specializing in regional and international supply chains.",https://www.company4854.com,6,OpenSupplyHub (synthetic),2025-12-24T11:58:00.917782
Portugal Industrial Group 4855 SARL,Portugal,PO-630634,Footwear,"Company operating in the footwear sector, specializing in regional and international supply chains.",https://www.company4855.com,12,OpenSupplyHub (synthetic),2025-12-24T11:58:00.917782
Portugal Industrial Group 4856 Ltd,Portugal,PO-168897,Logistics,"Company operating in the logistics sector, specializing in regional and international supply chains.",https://www.company4856.com,7,OpenSupplyHub (synthetic),2025-12-24T11:58:00.917782
Portugal Industrial Group 4857 SPA,Portugal,PO-925180,Textiles,"Company operating in the textiles sector, specializing in regional and international supply chains.",https://www.company4857.com,9,OpenSupplyHub (synthetic),2025-12-24T11:58:00.917782
Portugal Industrial Group 4858 SPA,Portugal,PO-428250,Agriculture,"Company operating in the agriculture sector, specializing in regional and international supply chains.",https://www.company4858.com,10,OpenSupplyHub (synthetic),2025-12-24T11:58:00.917782
Portugal Industrial Group 4859 SARL,Portugal,PO-824930,Agriculture,"Company operating in the agriculture sector, specializing in regional and international supply chains.",https://www.company4859.com,4,OpenSupplyHub (synthetic),2025-12-24T11:58:00.917782
Portugal Industrial Group 4860 LDA,Portugal,PO-159950,Textiles,"Company operating in the textiles sector, specializing in regional and international supply chains.",https://www.company4860.com,3,OpenSupplyHub (synthetic),2025-12-24T11:58:00.917782
Portugal Industrial Group 4861 SPA,Portugal,PO-871242,Textiles,"Company operating in the textiles sector, specializing in regional and international supply chains.",https://www.company4861.com,6,OpenSupplyHub (synthetic),2025-12-24T11:58:00.917782
Portugal Industrial Group 4862 Ltd,Portugal,PO-311880,Logistics,"Company operating in the logistics sector, specializing in regional and international supply chains.",https://www.company4862.com,1,OpenSupplyHub (synthetic),2025-12-24T11:58:00.917782
Portugal Industrial Group 4863 LDA,Portugal,PO-957481,Garment Manufacturing,"Company operating in the garment manufacturing sector, specializing in regional and international supply chains.",https://www.company4863.com,2,OpenSupplyHub (synthetic),2025-12-24T11:58:00.917782
Portugal Industrial Group 4864 Company,Portugal,PO-434412,Garment Manufacturing,"Company operating in the garment manufacturing sector, specializing in regional and international supply chains.",https://www.company4864.com,6,OpenSupplyHub (synthetic),2025-12-24T11:58:00.917782
Portugal Industrial Group 4865 Ltd,Portugal,PO-554227,Packaging,"Company operating in the packaging sector, specializing in regional and international supply chains.",https://www.company4865.com,2,OpenSupplyHub (synthetic),2025-12-24T11:58:00.917782
Portugal Industrial Group 4866 Company,Portugal,PO-753828,Textiles,"Company operating in the textiles sector, specializing in regional and international supply chains.",https://www.company4866.com,4,OpenSupplyHub (synthetic),2025-12-24T11:58:00.917782
Portugal Industrial Group 4867 SPA,Portugal,PO-380249,Logistics,"Company operating in the logistics sector, specializing in regional and international supply chains.",https://www.company4867.com,6,OpenSupplyHub (synthetic),2025-12-24T11:58:00.917782
Portugal Industrial Group 4868 SA,Portugal,PO-600455,Textiles,"Company operating in the textiles sector, specializing in regional and international supply chains.",https://www.company4868.com,4,OpenSupplyHub (synthetic),2025-12-24T11:58:00.917782
Portugal Industrial Group 4869 Ltd,Portugal,PO-556163,Packaging,"Company operating in the packaging sector, specializing in regional and international supply chains.",https://www.company4869.com,1,OpenSupplyHub (synthetic),2025-12-24T11:58:00.917782
Portugal Industrial Group 4870 SARL,Portugal,PO-888031,Agriculture,"Company operating in the agriculture sector, specializing in regional and international supply chains.",https://www.company4870.com,4,OpenSupplyHub (synthetic),2025-12-24T11:58:00.917782
Portugal Industrial Group 4871 SPA,Portugal,PO-499282,Packaging,"Company operating in the packaging sector, specializing in regional and international supply chains.",https://www.company4871.com,4,OpenSupplyHub (synthetic),2025-12-24T11:58:00.917782
Portugal Industrial Group 4872 LDA,Portugal,PO-414965,Packaging,"Company operating in the packaging sector, specializing in regional and international supply chains.",https://www.company4872.com,4,OpenSupplyHub (synthetic),2025-12-24T11:58:00.917782
Portugal Industrial Group 4873 Ltd,Portugal,PO-815071,Logistics,"Company operating in the logistics sector, specializing in regional and international supply chains.",https://www.company4873.com,11,OpenSupplyHub (synthetic),2025-12-24T11:58:00.917782
Portugal Industrial Group 4874 Ltd,Portugal,PO-757713,Agriculture,"Company operating in the agriculture sector, specializing in regional and international supply chains.",https://www.company4874.com,8,OpenSupplyHub (synthetic),2025-12-24T11:58:00.917782
Portugal Industrial Group 4875 SPA,Portugal,PO-890305,Leather Goods,"Company operating in the leather goods sector, specializing in regional and international supply chains.",https://www.company4875.com,9,OpenSupplyHub (synthetic),2025-12-24T11:58:00.917782
Portugal Industrial Group 4876 SA,Portugal,PO-563026,Agriculture,"Company operating in the agriculture sector, specializing in regional and international supply chains.",https://www.company4876.com,12,OpenSupplyHub (synthetic),2025-12-24T11:58:00.917782
Portugal Industrial Group 4877 Company,Portugal,PO-165361,Footwear,"Company operating in the footwear sector, specializing in regional and international supply chains.",https://www.company4877.com,8,OpenSupplyHub (synthetic),2025-12-24T11:58:00.917782
Portugal Industrial Group 4878 Ltd,Portugal,PO-672252,Logistics,"Company operating in the logistics sector, specializing in regional and international supply chains.",https://www.company4878.com,3,OpenSupplyHub (synthetic),2025-12-24T11:58:00.917782
Portugal Industrial Group 4879 LDA,Portugal,PO-398666,Footwear,"Company operating in the footwear sector, specializing in regional and international supply chains.",https://www.company4879.com,11,OpenSupplyHub (synthetic),2025-12-24T11:58:00.917782
